Commodity,Date,Minimum,Maximum,Average
Papaya(Indian),2/13/2021,80,90,85
Guava,2/13/2021,90,100,95
Mombin,2/13/2021,45,55,50
Sugarcane,2/13/2021,80,90,85
Kinnow,2/13/2021,60,70,65
Strawberry,2/13/2021,600,650,625
Kiwi,2/13/2021,320,350,335
Ginger,2/13/2021,50,60,55
Chilli Dry,2/13/2021,320,330,325
Chilli Green,2/13/2021,90,100,95
Chilli Green(Bullet),2/13/2021,50,60,55
Chilli Green(Machhe),2/13/2021,90,100,95
Capsicum,2/13/2021,70,80,75
Garlic Green,2/13/2021,70,80,75
Coriander Green,2/13/2021,90,100,95
Garlic Dry Chinese,2/13/2021,250,270,260
Fish Fresh(Rahu),2/13/2021,270,280,275
Fish Fresh(Bachuwa),2/13/2021,220,230,225
Fish Fresh(Chhadi),2/13/2021,210,220,215
Fish Fresh(Mungari),2/13/2021,240,250,245
Tomato Big(Nepali),2/14/2021,50,60,55
Tomato Big(Indian),2/14/2021,50,60,55
Tomato Small(Local),2/14/2021,15,20,17.5
Tomato Small(Tunnel),2/14/2021,20,25,22.5
Tomato Small(Indian),2/14/2021,20,25,22.5
Tomato Small(Terai),2/14/2021,15,20,17.5
Potato Red,2/14/2021,25,27,26
Potato Red(Indian),2/14/2021,23,25,24
Potato White,2/14/2021,18,20,19
Onion Dry (Indian),2/14/2021,80,82,81
Carrot(Local),2/14/2021,50,60,55
Carrot(Terai),2/14/2021,40,45,42.5
Cabbage(Local),2/14/2021,18,20,19
Cabbage(Terai),2/14/2021,12,15,13.5
Cabbage,2/14/2021,12,15,13.5
Cauli Local,2/14/2021,25,30,27.5
Cauli Local(Jyapu),2/14/2021,40,45,42.5
Cauli Terai,2/14/2021,15,20,17.5
Raddish Red,2/14/2021,50,60,55
Raddish White(Local),2/14/2021,20,25,22.5
Raddish White(Hybrid),2/14/2021,25,30,27.5
Brinjal Long,2/14/2021,45,50,47.5
Brinjal Round,2/14/2021,50,60,55
Green Peas,2/14/2021,75,80,77.5
French Bean(Local),2/14/2021,70,80,75
French Bean(Rajma),2/14/2021,80,90,85
Sword Bean,2/14/2021,60,70,65
Bitter Gourd,2/14/2021,130,140,135
Bottle Gourd,2/14/2021,45,50,47.5
Pointed Gourd(Terai),2/14/2021,150,160,155
Pumpkin,2/14/2021,25,30,27.5
Squash(Long),2/14/2021,30,40,35
Squash(Round),2/14/2021,45,50,47.5
Turnip,2/14/2021,70,80,75
Okara,2/14/2021,130,140,135
Sweet Potato,2/14/2021,60,70,65
Barela,2/14/2021,35,40,37.5
Arum,2/14/2021,50,60,55
Christophine,2/14/2021,50,60,55
Brd Leaf Mustard,2/14/2021,40,50,45
Spinach Leaf,2/14/2021,40,50,45
Cress Leaf,2/14/2021,70,80,75
Mustard Leaf,2/14/2021,40,50,45
Fenugreek Leaf,2/14/2021,50,60,55
Onion Green,2/14/2021,50,60,55
Bakula,2/14/2021,110,120,115
Yam,2/14/2021,50,60,55
Mushroom(Kanya),2/14/2021,90,100,95
Mushroom(Button),2/14/2021,280,300,290
Brocauli,2/14/2021,50,60,55
Sugarbeet,2/14/2021,70,80,75
Drumstick,2/14/2021,160,170,165
Red Cabbbage,2/14/2021,110,120,115
Lettuce,2/14/2021,70,80,75
Knolkhol,2/14/2021,70,80,75
Celery,2/14/2021,220,250,235
Parseley,2/14/2021,350,400,375
Fennel Leaf,2/14/2021,70,80,75
Mint,2/14/2021,220,250,235
Turnip A,2/14/2021,70,80,75
Tamarind,2/14/2021,140,150,145
Bamboo Shoot,2/14/2021,70,80,75
Tofu,2/14/2021,70,80,75
Gundruk,2/14/2021,220,250,235
Apple(Jholey),2/14/2021,190,200,195
Apple(Fuji),2/14/2021,290,300,295
Banana,2/14/2021,90,100,95
Lime,2/14/2021,120,135,127.5
Pomegranate,2/14/2021,280,300,290
Grapes(Green),2/14/2021,110,120,115
Grapes(Black),2/14/2021,220,250,235
Orange(Nepali),2/14/2021,120,130,125
Water Melon(Green),2/14/2021,35,40,37.5
Sweet Orange,2/14/2021,150,160,155
Pineapple,2/14/2021,130,140,135
Cucumber(Hybrid),2/14/2021,40,50,45
Jack Fruit,2/14/2021,80,90,85
Lemon,2/14/2021,50,60,55
Pear(Chinese),2/14/2021,260,270,265
Papaya(Nepali),2/14/2021,50,60,55
Papaya(Indian),2/14/2021,80,90,85
Guava,2/14/2021,90,100,95
Mombin,2/14/2021,40,50,45
Sugarcane,2/14/2021,80,90,85
Kinnow,2/14/2021,60,70,65
Strawberry,2/14/2021,630,650,640
Kiwi,2/14/2021,330,350,340
Ginger,2/14/2021,60,70,65
Chilli Dry,2/14/2021,320,330,325
Chilli Green,2/14/2021,80,90,85
Chilli Green(Bullet),2/14/2021,50,60,55
Chilli Green(Machhe),2/14/2021,90,100,95
Capsicum,2/14/2021,60,70,65
Garlic Green,2/14/2021,50,60,55
Coriander Green,2/14/2021,70,80,75
Garlic Dry Chinese,2/14/2021,260,270,265
Fish Fresh(Rahu),2/14/2021,270,280,275
Fish Fresh(Bachuwa),2/14/2021,220,230,225
Fish Fresh(Chhadi),2/14/2021,200,210,205
Fish Fresh(Mungari),2/14/2021,240,250,245
Tomato Big(Nepali),2/15/2021,50,60,55
Tomato Big(Indian),2/15/2021,50,60,55
Tomato Small(Local),2/15/2021,15,20,17.5
Tomato Small(Tunnel),2/15/2021,20,25,22.5
Tomato Small(Indian),2/15/2021,20,25,22.5
Tomato Small(Terai),2/15/2021,20,25,22.5
Potato Red,2/15/2021,24,28,26
Potato Red(Indian),2/15/2021,24,28,26
Potato White,2/15/2021,16,18,17
Onion Dry (Indian),2/15/2021,78,82,80
Carrot(Local),2/15/2021,50,60,55
Carrot(Terai),2/15/2021,40,50,45
Cabbage(Local),2/15/2021,15,20,17.5
Cabbage(Terai),2/15/2021,12,15,13.5
Cabbage,2/15/2021,12,15,13.5
Cauli Local,2/15/2021,25,35,30
Cauli Local(Jyapu),2/15/2021,30,35,32.5
Cauli Terai,2/15/2021,20,25,22.5
Raddish Red,2/15/2021,50,60,55
Raddish White(Local),2/15/2021,45,50,47.5
Raddish White(Hybrid),2/15/2021,45,50,47.5
Brinjal Long,2/15/2021,50,60,55
Brinjal Round,2/15/2021,50,60,55
Green Peas,2/15/2021,50,60,55
French Bean(Local),2/15/2021,70,80,75
French Bean(Hybrid),2/15/2021,50,60,55
Sword Bean,2/15/2021,50,60,55
Bitter Gourd,2/15/2021,110,130,120
Bottle Gourd,2/15/2021,50,60,55
Pointed Gourd(Terai),2/15/2021,160,180,170
Pumpkin,2/15/2021,25,35,30
Squash(Long),2/15/2021,40,50,45
Squash(Round),2/15/2021,50,60,55
Turnip,2/15/2021,70,80,75
Okara,2/15/2021,110,120,115
Sweet Potato,2/15/2021,60,70,65
Barela,2/15/2021,50,60,55
Arum,2/15/2021,50,60,55
Christophine,2/15/2021,40,50,45
Brd Leaf Mustard,2/15/2021,50,60,55
Spinach Leaf,2/15/2021,50,60,55
Cress Leaf,2/15/2021,80,90,85
Mustard Leaf,2/15/2021,50,60,55
Fenugreek Leaf,2/15/2021,50,60,55
Onion Green,2/15/2021,50,60,55
Bakula,2/15/2021,100,110,105
Yam,2/15/2021,50,60,55
Mushroom(Kanya),2/15/2021,60,80,70
Mushroom(Button),2/15/2021,280,300,290
Brocauli,2/15/2021,40,50,45
Sugarbeet,2/15/2021,70,80,75
Drumstick,2/15/2021,160,170,165
Red Cabbbage,2/15/2021,110,120,115
Lettuce,2/15/2021,80,90,85
Knolkhol,2/15/2021,80,90,85
Celery,2/15/2021,220,250,235
Parseley,2/15/2021,350,400,375
Fennel Leaf,2/15/2021,80,90,85
Mint,2/15/2021,220,250,235
Turnip A,2/15/2021,70,80,75
Tamarind,2/15/2021,140,150,145
Bamboo Shoot,2/15/2021,70,80,75
Tofu,2/15/2021,70,80,75
Gundruk,2/15/2021,220,250,235
Apple(Jholey),2/15/2021,180,200,190
Apple(Fuji),2/15/2021,250,270,260
Banana,2/15/2021,100,110,105
Lime,2/15/2021,140,150,145
Pomegranate,2/15/2021,280,300,290
Grapes(Green),2/15/2021,100,120,110
Grapes(Black),2/15/2021,200,220,210
Orange(Nepali),2/15/2021,130,140,135
Water Melon(Green),2/15/2021,35,40,37.5
Sweet Orange,2/15/2021,140,150,145
Pineapple,2/15/2021,130,140,135
Cucumber(Hybrid),2/15/2021,50,60,55
Jack Fruit,2/15/2021,80,90,85
Lemon,2/15/2021,50,60,55
Pear(Chinese),2/15/2021,260,270,265
Papaya(Nepali),2/15/2021,50,60,55
Papaya(Indian),2/15/2021,80,90,85
Guava,2/15/2021,90,100,95
Mombin,2/15/2021,40,50,45
Sugarcane,2/15/2021,80,90,85
Kinnow,2/15/2021,70,80,75
Strawberry,2/15/2021,600,650,625
Kiwi,2/15/2021,350,380,365
Ginger,2/15/2021,60,70,65
Chilli Dry,2/15/2021,320,330,325
Chilli Green,2/15/2021,80,90,85
Chilli Green(Bullet),2/15/2021,50,60,55
Chilli Green(Machhe),2/15/2021,90,100,95
Capsicum,2/15/2021,70,80,75
Garlic Green,2/15/2021,60,70,65
Coriander Green,2/15/2021,80,100,90
Garlic Dry Chinese,2/15/2021,250,260,255
Fish Fresh(Rahu),2/15/2021,270,280,275
Fish Fresh(Bachuwa),2/15/2021,220,230,225
Fish Fresh(Chhadi),2/15/2021,210,220,215
Fish Fresh(Mungari),2/15/2021,240,250,245
Tomato Big(Nepali),2/16/2021,50,60,55
Tomato Big(Indian),2/16/2021,50,60,55
Tomato Small(Local),2/16/2021,15,20,17.5
Tomato Small(Tunnel),2/16/2021,15,20,17.5
Tomato Small(Indian),2/16/2021,15,20,17.5
Tomato Small(Terai),2/16/2021,15,20,17.5
Potato Red,2/16/2021,24,28,26
Potato Red(Indian),2/16/2021,24,28,26
Potato White,2/16/2021,16,18,17
Onion Dry (Indian),2/16/2021,75,80,77.5
Carrot(Local),2/16/2021,50,60,55
Carrot(Terai),2/16/2021,40,50,45
Cabbage(Local),2/16/2021,15,20,17.5
Cabbage(Terai),2/16/2021,10,15,12.5
Cabbage,2/16/2021,12,16,14
Cauli Local,2/16/2021,25,35,30
Cauli Local(Jyapu),2/16/2021,35,40,37.5
Cauli Terai,2/16/2021,20,25,22.5
Raddish Red,2/16/2021,50,60,55
Raddish White(Local),2/16/2021,45,50,47.5
Raddish White(Hybrid),2/16/2021,45,50,47.5
Brinjal Long,2/16/2021,50,60,55
Brinjal Round,2/16/2021,50,60,55
Green Peas,2/16/2021,50,60,55
French Bean(Local),2/16/2021,70,80,75
French Bean(Hybrid),2/16/2021,60,70,65
Sword Bean,2/16/2021,60,70,65
Bitter Gourd,2/16/2021,120,130,125
Bottle Gourd,2/16/2021,50,60,55
Pointed Gourd(Terai),2/16/2021,160,170,165
Pumpkin,2/16/2021,25,35,30
Squash(Long),2/16/2021,25,30,27.5
Squash(Round),2/16/2021,40,50,45
Turnip,2/16/2021,70,80,75
Okara,2/16/2021,110,130,120
Sweet Potato,2/16/2021,70,80,75
Barela,2/16/2021,45,55,50
Arum,2/16/2021,50,60,55
Christophine,2/16/2021,50,60,55
Brd Leaf Mustard,2/16/2021,50,60,55
Spinach Leaf,2/16/2021,50,60,55
Cress Leaf,2/16/2021,80,90,85
Mustard Leaf,2/16/2021,40,50,45
Fenugreek Leaf,2/16/2021,50,60,55
Onion Green,2/16/2021,60,70,65
Bakula,2/16/2021,100,110,105
Yam,2/16/2021,50,60,55
Mushroom(Kanya),2/16/2021,80,90,85
Mushroom(Button),2/16/2021,300,320,310
Brocauli,2/16/2021,30,40,35
Sugarbeet,2/16/2021,70,80,75
Drumstick,2/16/2021,160,170,165
Red Cabbbage,2/16/2021,110,120,115
Lettuce,2/16/2021,80,90,85
Knolkhol,2/16/2021,80,90,85
Celery,2/16/2021,220,250,235
Parseley,2/16/2021,350,400,375
Fennel Leaf,2/16/2021,80,90,85
Mint,2/16/2021,220,250,235
Turnip A,2/16/2021,70,80,75
Tamarind,2/16/2021,140,150,145
Bamboo Shoot,2/16/2021,70,80,75
Tofu,2/16/2021,70,80,75
Gundruk,2/16/2021,220,250,235
Apple(Jholey),2/16/2021,180,200,190
Apple(Fuji),2/16/2021,250,280,265
Banana,2/16/2021,100,110,105
Lime,2/16/2021,140,150,145
Pomegranate,2/16/2021,280,300,290
Grapes(Green),2/16/2021,100,120,110
Grapes(Black),2/16/2021,200,220,210
Orange(Nepali),2/16/2021,120,140,130
Water Melon(Green),2/16/2021,35,45,40
Sweet Orange,2/16/2021,140,150,145
Pineapple,2/16/2021,140,150,145
Cucumber(Hybrid),2/16/2021,50,60,55
Jack Fruit,2/16/2021,80,90,85
Lemon,2/16/2021,50,60,55
Pear(Chinese),2/16/2021,260,270,265
Papaya(Nepali),2/16/2021,50,60,55
Papaya(Indian),2/16/2021,80,90,85
Guava,2/16/2021,90,100,95
Mombin,2/16/2021,45,50,47.5
Sugarcane,2/16/2021,50,60,55
Kinnow,2/16/2021,70,80,75
Strawberry,2/16/2021,600,650,625
Kiwi,2/16/2021,350,400,375
Ginger,2/16/2021,60,70,65
Chilli Dry,2/16/2021,320,330,325
Chilli Green,2/16/2021,80,90,85
Chilli Green(Bullet),2/16/2021,50,60,55
Chilli Green(Machhe),2/16/2021,100,110,105
Capsicum,2/16/2021,70,80,75
Garlic Green,2/16/2021,60,70,65
Coriander Green,2/16/2021,80,90,85
Garlic Dry Chinese,2/16/2021,250,270,260
Fish Fresh(Rahu),2/16/2021,270,280,275
Fish Fresh(Bachuwa),2/16/2021,220,230,225
Fish Fresh(Chhadi),2/16/2021,210,220,215
Fish Fresh(Mungari),2/16/2021,240,250,245
Tomato Big(Nepali),2/17/2021,50,60,55
Tomato Big(Indian),2/17/2021,50,60,55
Tomato Small(Local),2/17/2021,15,20,17.5
Tomato Small(Tunnel),2/17/2021,15,20,17.5
Tomato Small(Indian),2/17/2021,15,20,17.5
Tomato Small(Terai),2/17/2021,15,20,17.5
Potato Red,2/17/2021,26,28,27
Potato Red(Indian),2/17/2021,22,26,24
Potato White,2/17/2021,18,20,19
Onion Dry (Indian),2/17/2021,80,85,82.5
Carrot(Local),2/17/2021,50,60,55
Carrot(Terai),2/17/2021,40,50,45
Cabbage(Local),2/17/2021,15,18,16.5
Cabbage(Terai),2/17/2021,10,15,12.5
Cabbage,2/17/2021,14,16,15
Cauli Local,2/17/2021,20,30,25
Cauli Local(Jyapu),2/17/2021,25,30,27.5
Cauli Terai,2/17/2021,15,20,17.5
Raddish Red,2/17/2021,60,70,65
Raddish White(Local),2/17/2021,35,40,37.5
Raddish White(Hybrid),2/17/2021,35,40,37.5
Brinjal Long,2/17/2021,50,60,55
Brinjal Round,2/17/2021,50,60,55
Green Peas,2/17/2021,50,60,55
French Bean(Local),2/17/2021,60,70,65
French Bean(Hybrid),2/17/2021,50,60,55
Sword Bean,2/17/2021,60,70,65
Bitter Gourd,2/17/2021,100,120,110
Bottle Gourd,2/17/2021,50,60,55
Pointed Gourd(Terai),2/17/2021,160,170,165
Pumpkin,2/17/2021,25,35,30
Squash(Long),2/17/2021,20,25,22.5
Squash(Round),2/17/2021,35,40,37.5
Turnip,2/17/2021,70,80,75
Okara,2/17/2021,100,110,105
Sweet Potato,2/17/2021,70,80,75
Barela,2/17/2021,40,50,45
Arum,2/17/2021,50,60,55
Christophine,2/17/2021,60,70,65
Brd Leaf Mustard,2/17/2021,50,60,55
Spinach Leaf,2/17/2021,50,60,55
Cress Leaf,2/17/2021,80,90,85
Mustard Leaf,2/17/2021,20,30,25
Fenugreek Leaf,2/17/2021,80,90,85
Onion Green,2/17/2021,50,60,55
Bakula,2/17/2021,100,110,105
Yam,2/17/2021,50,60,55
Mushroom(Kanya),2/17/2021,80,100,90
Mushroom(Button),2/17/2021,300,320,310
Neuro,2/17/2021,90,100,95
Brocauli,2/17/2021,30,40,35
Sugarbeet,2/17/2021,70,80,75
Drumstick,2/17/2021,160,170,165
Red Cabbbage,2/17/2021,110,120,115
Lettuce,2/17/2021,80,90,85
Knolkhol,2/17/2021,90,100,95
Celery,2/17/2021,220,250,235
Parseley,2/17/2021,350,400,375
Fennel Leaf,2/17/2021,80,90,85
Mint,2/17/2021,220,250,235
Turnip A,2/17/2021,70,80,75
Tamarind,2/17/2021,140,150,145
Bamboo Shoot,2/17/2021,70,80,75
Tofu,2/17/2021,70,80,75
Gundruk,2/17/2021,220,250,235
Apple(Jholey),2/17/2021,180,200,190
Apple(Fuji),2/17/2021,250,300,275
Banana,2/17/2021,100,110,105
Lime,2/17/2021,140,150,145
Pomegranate,2/17/2021,280,300,290
Grapes(Green),2/17/2021,100,120,110
Grapes(Black),2/17/2021,200,225,212.5
Orange(Nepali),2/17/2021,100,120,110
Orange(Indian),2/17/2021,120,130,125
Water Melon(Green),2/17/2021,35,45,40
Sweet Orange,2/17/2021,140,150,145
Pineapple,2/17/2021,140,150,145
Cucumber(Hybrid),2/17/2021,50,60,55
Jack Fruit,2/17/2021,80,90,85
Lemon,2/17/2021,50,60,55
Pear(Chinese),2/17/2021,260,270,265
Papaya(Nepali),2/17/2021,50,60,55
Papaya(Indian),2/17/2021,90,100,95
Guava,2/17/2021,90,100,95
Mombin,2/17/2021,50,60,55
Sugarcane,2/17/2021,50,60,55
Kinnow,2/17/2021,70,80,75
Strawberry,2/17/2021,600,650,625
Kiwi,2/17/2021,350,400,375
Ginger,2/17/2021,60,70,65
Chilli Dry,2/17/2021,320,330,325
Chilli Green,2/17/2021,80,90,85
Chilli Green(Bullet),2/17/2021,50,60,55
Chilli Green(Machhe),2/17/2021,100,110,105
Capsicum,2/17/2021,70,80,75
Garlic Green,2/17/2021,110,120,115
Coriander Green,2/17/2021,90,100,95
Garlic Dry Chinese,2/17/2021,250,270,260
Fish Fresh(Rahu),2/17/2021,260,270,265
Fish Fresh(Bachuwa),2/17/2021,230,240,235
Fish Fresh(Chhadi),2/17/2021,210,220,215
Fish Fresh(Mungari),2/17/2021,240,250,245
Tomato Big(Nepali),2/18/2021,50,60,55
Tomato Big(Indian),2/18/2021,50,60,55
Tomato Small(Local),2/18/2021,15,20,17.5
Tomato Small(Tunnel),2/18/2021,18,22,20
Tomato Small(Indian),2/18/2021,15,20,17.5
Tomato Small(Terai),2/18/2021,18,22,20
Potato Red,2/18/2021,26,28,27
Potato Red(Indian),2/18/2021,22,25,23.5
Potato White,2/18/2021,18,20,19
Onion Dry (Indian),2/18/2021,83,85,84
Carrot(Local),2/18/2021,45,50,47.5
Carrot(Terai),2/18/2021,40,45,42.5
Cabbage(Local),2/18/2021,14,16,15
Cabbage(Terai),2/18/2021,10,15,12.5
Cabbage,2/18/2021,12,15,13.5
Cauli Local,2/18/2021,20,25,22.5
Cauli Local(Jyapu),2/18/2021,25,30,27.5
Cauli Terai,2/18/2021,15,20,17.5
Raddish White(Local),2/18/2021,35,40,37.5
Raddish White(Hybrid),2/18/2021,35,40,37.5
Brinjal Long,2/18/2021,50,60,55
Brinjal Round,2/18/2021,55,60,57.5
Green Peas,2/18/2021,50,60,55
French Bean(Local),2/18/2021,60,70,65
French Bean(Hybrid),2/18/2021,60,70,65
Sword Bean,2/18/2021,65,70,67.5
Bitter Gourd,2/18/2021,95,100,97.5
Bottle Gourd,2/18/2021,35,40,37.5
Pointed Gourd(Local),2/18/2021,150,160,155
Pumpkin,2/18/2021,25,30,27.5
Squash(Long),2/18/2021,20,25,22.5
Squash(Round),2/18/2021,25,30,27.5
Turnip,2/18/2021,70,80,75
Okara,2/18/2021,90,100,95
Sweet Potato,2/18/2021,70,80,75
Barela,2/18/2021,40,50,45
Arum,2/18/2021,50,60,55
Christophine,2/18/2021,50,60,55
Brd Leaf Mustard,2/18/2021,50,60,55
Spinach Leaf,2/18/2021,50,60,55
Cress Leaf,2/18/2021,70,80,75
Mustard Leaf,2/18/2021,20,30,25
Fenugreek Leaf,2/18/2021,70,80,75
Onion Green,2/18/2021,50,60,55
Bakula,2/18/2021,110,120,115
Yam,2/18/2021,50,60,55
Mushroom(Kanya),2/18/2021,70,80,75
Mushroom(Button),2/18/2021,310,320,315
Neuro,2/18/2021,90,100,95
Brocauli,2/18/2021,25,30,27.5
Sugarbeet,2/18/2021,70,80,75
Red Cabbbage,2/18/2021,110,120,115
Lettuce,2/18/2021,70,80,75
Knolkhol,2/18/2021,90,100,95
Celery,2/18/2021,220,250,235
Parseley,2/18/2021,350,400,375
Fennel Leaf,2/18/2021,80,90,85
Mint,2/18/2021,220,250,235
Turnip A,2/18/2021,70,80,75
Tamarind,2/18/2021,140,150,145
Bamboo Shoot,2/18/2021,70,80,75
Tofu,2/18/2021,70,80,75
Gundruk,2/18/2021,220,250,235
Apple(Jholey),2/18/2021,180,200,190
Apple(Fuji),2/18/2021,280,300,290
Banana,2/18/2021,90,100,95
Lime,2/18/2021,140,150,145
Pomegranate,2/18/2021,280,300,290
Grapes(Green),2/18/2021,100,120,110
Grapes(Black),2/18/2021,215,220,217.5
Orange(Nepali),2/18/2021,100,120,110
Water Melon(Green),2/18/2021,35,40,37.5
Sweet Orange,2/18/2021,140,150,145
Pineapple,2/18/2021,140,150,145
Cucumber(Hybrid),2/18/2021,50,60,55
Jack Fruit,2/18/2021,80,90,85
Lemon,2/18/2021,50,60,55
Pear(Chinese),2/18/2021,260,270,265
Papaya(Nepali),2/18/2021,50,60,55
Papaya(Indian),2/18/2021,90,100,95
Guava,2/18/2021,90,100,95
Mombin,2/18/2021,50,60,55
Sugarcane,2/18/2021,50,60,55
Kinnow,2/18/2021,70,80,75
Strawberry,2/18/2021,600,650,625
Kiwi,2/18/2021,380,400,390
Ginger,2/18/2021,60,70,65
Chilli Dry,2/18/2021,320,330,325
Chilli Green,2/18/2021,80,90,85
Chilli Green(Bullet),2/18/2021,60,70,65
Chilli Green(Machhe),2/18/2021,70,80,75
Capsicum,2/18/2021,70,80,75
Garlic Green,2/18/2021,60,70,65
Coriander Green,2/18/2021,90,100,95
Garlic Dry Chinese,2/18/2021,260,270,265
Fish Fresh(Rahu),2/18/2021,260,270,265
Fish Fresh(Bachuwa),2/18/2021,230,240,235
Fish Fresh(Chhadi),2/18/2021,210,220,215
Fish Fresh(Mungari),2/18/2021,240,250,245
Tomato Big(Nepali),2/19/2021,45,50,47.5
Tomato Big(Indian),2/19/2021,45,50,47.5
Tomato Small(Local),2/19/2021,10,15,12.5
Tomato Small(Tunnel),2/19/2021,10,20,15
Tomato Small(Indian),2/19/2021,15,20,17.5
Tomato Small(Terai),2/19/2021,15,20,17.5
Potato Red,2/19/2021,25,30,27.5
Potato Red(Indian),2/19/2021,25,30,27.5
Potato White,2/19/2021,18,20,19
Onion Dry (Indian),2/19/2021,80,85,82.5
Carrot(Local),2/19/2021,45,50,47.5
Carrot(Terai),2/19/2021,35,40,37.5
Cabbage(Local),2/19/2021,15,20,17.5
Cabbage(Terai),2/19/2021,10,15,12.5
Cabbage,2/19/2021,10,15,12.5
Cauli Local,2/19/2021,20,25,22.5
Cauli Local(Jyapu),2/19/2021,30,35,32.5
Cauli Terai,2/19/2021,10,15,12.5
Raddish Red,2/19/2021,35,40,37.5
Raddish White(Local),2/19/2021,25,30,27.5
Raddish White(Hybrid),2/19/2021,25,30,27.5
Brinjal Long,2/19/2021,45,50,47.5
Brinjal Round,2/19/2021,50,60,55
Green Peas,2/19/2021,60,70,65
French Bean(Local),2/19/2021,50,60,55
French Bean(Hybrid),2/19/2021,45,50,47.5
French Bean(Rajma),2/19/2021,80,90,85
Sword Bean,2/19/2021,70,80,75
Bitter Gourd,2/19/2021,110,120,115
Bottle Gourd,2/19/2021,50,60,55
Pointed Gourd(Local),2/19/2021,160,170,165
Pumpkin,2/19/2021,25,30,27.5
Squash(Long),2/19/2021,20,25,22.5
Squash(Round),2/19/2021,20,25,22.5
Turnip,2/19/2021,60,70,65
Okara,2/19/2021,90,100,95
Sweet Potato,2/19/2021,50,60,55
Barela,2/19/2021,40,50,45
Arum,2/19/2021,50,60,55
Christophine,2/19/2021,50,60,55
Brd Leaf Mustard,2/19/2021,50,60,55
Spinach Leaf,2/19/2021,50,60,55
Cress Leaf,2/19/2021,70,80,75
Mustard Leaf,2/19/2021,20,30,25
Fenugreek Leaf,2/19/2021,70,80,75
Onion Green,2/19/2021,50,60,55
Bakula,2/19/2021,90,100,95
Yam,2/19/2021,50,60,55
Mushroom(Kanya),2/19/2021,70,80,75
Mushroom(Button),2/19/2021,280,300,290
Neuro,2/19/2021,90,100,95
Brocauli,2/19/2021,30,35,32.5
Sugarbeet,2/19/2021,70,80,75
Drumstick,2/19/2021,160,170,165
Red Cabbbage,2/19/2021,110,120,115
Lettuce,2/19/2021,80,90,85
Knolkhol,2/19/2021,80,90,85
Celery,2/19/2021,220,250,235
Parseley,2/19/2021,350,400,375
Fennel Leaf,2/19/2021,80,90,85
Mint,2/19/2021,220,250,235
Turnip A,2/19/2021,70,80,75
Tamarind,2/19/2021,140,150,145
Bamboo Shoot,2/19/2021,70,80,75
Tofu,2/19/2021,70,80,75
Gundruk,2/19/2021,220,250,235
Apple(Jholey),2/19/2021,180,200,190
Apple(Fuji),2/19/2021,280,300,290
Banana,2/19/2021,90,100,95
Lime,2/19/2021,130,140,135
Pomegranate,2/19/2021,280,300,290
Grapes(Green),2/19/2021,100,120,110
Grapes(Black),2/19/2021,200,225,212.5
Orange(Nepali),2/19/2021,100,120,110
Water Melon(Green),2/19/2021,35,40,37.5
Sweet Orange,2/19/2021,140,150,145
Pineapple,2/19/2021,140,150,145
Cucumber(Hybrid),2/19/2021,45,50,47.5
Jack Fruit,2/19/2021,80,90,85
Lemon,2/19/2021,50,60,55
Pear(Chinese),2/19/2021,250,260,255
Papaya(Nepali),2/19/2021,50,60,55
Papaya(Indian),2/19/2021,90,100,95
Guava,2/19/2021,90,100,95
Mombin,2/19/2021,45,50,47.5
Kinnow,2/19/2021,70,80,75
Strawberry,2/19/2021,600,650,625
Kiwi,2/19/2021,380,400,390
Ginger,2/19/2021,50,60,55
Chilli Dry,2/19/2021,320,330,325
Chilli Green,2/19/2021,70,80,75
Chilli Green(Bullet),2/19/2021,50,60,55
Chilli Green(Machhe),2/19/2021,70,80,75
Capsicum,2/19/2021,50,60,55
Garlic Green,2/19/2021,50,60,55
Coriander Green,2/19/2021,80,90,85
Garlic Dry Chinese,2/19/2021,260,270,265
Fish Fresh(Rahu),2/19/2021,260,270,265
Fish Fresh(Bachuwa),2/19/2021,230,240,235
Fish Fresh(Chhadi),2/19/2021,200,210,205
Fish Fresh(Mungari),2/19/2021,240,250,245
Tomato Big(Nepali),2/20/2021,40,50,45
Tomato Big(Indian),2/20/2021,40,50,45
Tomato Small(Local),2/20/2021,8,15,11.5
Tomato Small(Tunnel),2/20/2021,8,15,11.5
Tomato Small(Indian),2/20/2021,15,20,17.5
Tomato Small(Terai),2/20/2021,15,20,17.5
Potato Red,2/20/2021,26,28,27
Potato Red(Indian),2/20/2021,24,26,25
Potato White,2/20/2021,18,20,19
Onion Dry (Indian),2/20/2021,80,85,82.5
Carrot(Local),2/20/2021,50,60,55
Carrot(Terai),2/20/2021,40,50,45
Cabbage(Local),2/20/2021,15,20,17.5
Cabbage(Terai),2/20/2021,10,15,12.5
Cabbage,2/20/2021,12,16,14
Cauli Local,2/20/2021,20,30,25
Cauli Local(Jyapu),2/20/2021,25,35,30
Cauli Terai,2/20/2021,18,25,21.5
Raddish Red,2/20/2021,50,60,55
Raddish White(Local),2/20/2021,30,35,32.5
Raddish White(Hybrid),2/20/2021,30,35,32.5
Brinjal Long,2/20/2021,45,50,47.5
Brinjal Round,2/20/2021,45,50,47.5
Green Peas,2/20/2021,65,75,70
French Bean(Local),2/20/2021,50,60,55
French Bean(Hybrid),2/20/2021,40,50,45
Sword Bean,2/20/2021,60,70,65
